text,emotion
i thought i'm able to handle the job well without feeling much disgusted by the poop because i had dogs at my home since i was baby i clean my dog's poop i bathe them,ANGER
i woke up feeling disgusted feeling in vision coming in merging from the internal self physical feeling within,ANGER
i'd roll my eyes and chuckle and feel a little disgusted,ANGER
i will feel disgusted,ANGER
i am feeling disgusted with it all,ANGER
i and his dad go fishing together but sadly when yuki came and snap natsuki out of brainwash father amp son fishing time trance with dad natsuki feels disgusted when he discovered he was fishing with his father and a href http: pics,ANGER
i call a vegangelist now often feeling quite disgusted by what the rest of the crew are eating,ANGER
i look at you i feel so disgusted,ANGER
i hate feeling so disgusted by my face and i look far more worse without makeup and in person :,ANGER
i feel disgusted with myself,ANGER
i was conscious of it though let it happen and i feel disgusted in a great way,ANGER
i never kissed a guy because every time i d try i d freak out and feel disgusted,ANGER
i've decided to continue watching this drama even though it makes me feel disgusted almost everytime,ANGER
i feel disgusted ingesting things such as soda and even seltzer,ANGER
i feel a failure how much i am disgusted by my body how i have unpleasant physical symptoms of anxiety how i'm an all or nothing obsessive perfectionist who has a thing for deleting things possessions people and often resents being alive,ANGER
i'm typing this i kinda feel disgusted,ANGER
i feel disgusted if i see my own face,ANGER
i feel disgusted with myself,ANGER
i feel so disgusted sitting on that ride,ANGER
i'm not avoiding you babygirl i just feel disgusted about what i did,ANGER
i need to change i need to be slightly normal but when i see my huge legs people's i feel disgusted,ANGER
i ended up feeling disgusted by what i saw,ANGER
i continued walking feeling disgusted when the car appeared again and one of the guys in the car so kindly suggested that it was obvious that i wanted to get groped again,ANGER
i knew that feeling and i felt disgusted at myself for feeling it,ANGER
i walked out after talking to her feeling disgusted by all the lies,ANGER
i feel so disgusted with myself at being so weak,ANGER
i mean say just because you're the grumpy type doesnt mean you can hate or feel disgusted to those who are completely different from you,ANGER
i would feel disgusted at the mere mention of them,ANGER
i feel disgusted,ANGER
i feel so disgusted with myself,ANGER
i see you in public i don t feel disgusted when you hold hands or show affection,ANGER
i ended up feeling disgusted,ANGER
i feel disgusted and i am afraid this will destroy so many lives,ANGER
i feel like i should be all disgusted so i go don t you have stockholders to answer to,ANGER
i just feel disgusted,ANGER
i feel disgusted furious about this because we earn those pennies not by sitting around the house doing nothing all day long but by working hard,ANGER
i feel disgusted,ANGER
i feel disgusted with myself currently,ANGER
i feel disgusted looking at it,ANGER
i just feel disgusted with myself and it seems nothing is working to get me over it,ANGER
i've a feeling briar beagle would give me one of her 'disgusted' looks if i even tried exercising her in these souless surroundings,ANGER
i feel disgusted with a few people in m,ANGER
i kinda bored hate and feel disgusted with all those weird and kinky activities that we had,ANGER
i suppose it takes me away for a moment although i feel disgusted with myself even while i'm eating,ANGER
i feel disgusted by my body and my choices,ANGER
i want to watch porn i just see something in the porn site and i feel disgusted and just leave,ANGER
i feel so damn fucking disgusted violated and hurt and angry and everything,ANGER
i shouldn't have to wake up and go into the kitchen this is an example of if we were living in the new apartment and feel disgusted and want to not eat because he's there,ANGER
i feel disgusted with my job performance,ANGER
i'm also feeling just disgusted because i have big old chemo 8 tomorrow,ANGER
i still feel disgusted and am now at a point and phase where i honestly have no belief in love anymore,ANGER
i feel disgusted by him,ANGER
i still remember standing there watching it while chewing a wunderbar and feeling profoundly disgusted and horrified while tasting this nougaty sugary chocolate go all nasty in my mouth,ANGER
i feel absolutely disgusted and horrified each time when you sugar coated your words,ANGER
i might not say it but i feel absolutely disgusted and horrified,ANGER
i always feel disgusted at hearing that t,ANGER
i'm good at reading people so fake facades and hypocrisy are huge turnoffs and often make me feel disgusted by the person,ANGER
i began to feel disgusted and nauseated,ANGER
i know i need to do something about it and after going through my wardrobe and realising that most of my clothes don't fit i feel disgusted with myself,ANGER
i write when i feel disgusted about something,ANGER
i feel so disgusted with myself,ANGER
i'll be okay with being fat but right now i feel disgusted every time i even look at myself,ANGER
i log off i feel disgusted but elated at the same time,ANGER
i start feeling disgusted with all the candy i've been eating but never during easter week,ANGER
i'm feeling disgusted already but seriously though i don't really like to have my pictures taken 'cause i've always referred to myself as ugly,ANGER
i never really took any effort to do any related gyaru make up with them because i just feel disgusted with the community and i don't want to people pin point me and say: oh she is one of those drama queens of the internet,ANGER
